case_id,session_id,event_type,actor,actor_type,title,description,details,status,priority,timestamp,created_at,updated_at
XSX-4117,JIR-1753289281499-clo2601l,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T16:48:24.059Z,2025-07-23T16:48:24.063Z,2025-07-23T16:48:24.063Z
XSX-4117,JIR-1753289281499-clo2601l,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T16:48:24.220Z,2025-07-23T16:48:24.220Z,2025-07-23T16:48:24.220Z
XSX-4117,JIR-1753289281499-clo2601l,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Mismatch Summary Ready
Response: Approved
Decision: approved",completed,high,2025-07-23T16:48:28.797Z,2025-07-23T16:48:28.797Z,2025-07-23T16:48:28.797Z
XSX-4117,JIR-1753289281499-clo2601l,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/7",completed,medium,2025-07-23T16:48:29.944Z,2025-07-23T16:48:29.947Z,2025-07-23T16:48:29.947Z
XSX-4117,JIR-1753289281499-clo2601l,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T16:48:29.969Z,2025-07-23T16:48:29.994Z,2025-07-23T16:48:29.994Z
XSX-4117,JIR-1753289281499-clo2601l,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 1/7",completed,medium,2025-07-23T16:48:33.889Z,2025-07-23T16:48:33.892Z,2025-07-23T16:48:33.892Z
XSX-4117,JIR-1753289281499-clo2601l,approval_request,System,system,Email Draft Approval Required,Human review required for human response_required,"Request: undefined
Type: human_response_required
Status: pending",completed,high,2025-07-23T16:48:33.896Z,2025-07-23T16:48:33.896Z,2025-07-23T16:48:33.896Z
XSX-4117,JIR-1753289281499-clo2601l,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T16:52:32.170Z,2025-07-23T16:52:32.214Z,2025-07-23T16:52:32.214Z
XSX-4117,JIR-1753289554927-w0ti1ehe,system_event,System,system,Workflow Started,Slip - Reference 7286812318 workflow initiated,"Workflow Type: jira
Case ID: XSX-4117
Total Steps: 1",completed,medium,2025-07-23T16:52:34.927Z,2025-07-23T16:52:34.931Z,2025-07-23T16:52:34.931Z
XSX-4117,JIR-1753289554927-w0ti1ehe,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T16:52:36.983Z,2025-07-23T16:52:37.042Z,2025-07-23T16:52:37.042Z
XSX-4117,JIR-1753289281499-clo2601l,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T16:52:37.693Z,2025-07-23T16:52:37.721Z,2025-07-23T16:52:37.721Z
XSX-4117,JIR-1753289281499-clo2601l,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to pending_data_extraction,"Previous Status: pending_human_response
New Status: pending_data_extraction
Step: 3/7",completed,medium,2025-07-23T16:52:37.760Z,2025-07-23T16:52:37.767Z,2025-07-23T16:52:37.767Z
XSX-4117,JIR-1753289554927-w0ti1ehe,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 0/1",completed,medium,2025-07-23T16:52:40.982Z,2025-07-23T16:52:40.986Z,2025-07-23T16:52:40.986Z
XSX-4117,JIR-1753289554927-w0ti1ehe,approval_request,System,system,Email Draft Approval Required,Human review required for human response_required,"Request: undefined
Type: human_response_required
Status: pending",completed,high,2025-07-23T16:52:40.991Z,2025-07-23T16:52:40.991Z,2025-07-23T16:52:40.991Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Started,Slip - Reference 7286812318 workflow initiated,"Workflow Type: jira
Case ID: XSX-4117
Total Steps: 7",completed,medium,2025-07-23T17:00:15.537Z,2025-07-23T17:00:15.542Z,2025-07-23T17:00:15.542Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:00:18.290Z,2025-07-23T17:00:18.309Z,2025-07-23T17:00:18.309Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:00:23.812Z,2025-07-23T17:00:23.835Z,2025-07-23T17:00:23.835Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:00:23.865Z,2025-07-23T17:00:23.882Z,2025-07-23T17:00:23.882Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:00:32.426Z,2025-07-23T17:00:32.430Z,2025-07-23T17:00:32.430Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:00:33.454Z,2025-07-23T17:00:33.477Z,2025-07-23T17:00:33.477Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:00:35.485Z,2025-07-23T17:00:35.524Z,2025-07-23T17:00:35.524Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:00:35.534Z,2025-07-23T17:00:35.575Z,2025-07-23T17:00:35.575Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:00:40.977Z,2025-07-23T17:00:41.009Z,2025-07-23T17:00:41.009Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:00:41.014Z,2025-07-23T17:00:41.017Z,2025-07-23T17:00:41.017Z
XSX-4117,JIR-1753290015536-ptree5zr,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:00:41.106Z,2025-07-23T17:00:41.106Z,2025-07-23T17:00:41.106Z
XSX-4117,JIR-1753290015536-ptree5zr,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Mismatch Summary Ready
Response: Approved
Decision: approved",completed,high,2025-07-23T17:00:53.765Z,2025-07-23T17:00:53.765Z,2025-07-23T17:00:53.765Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:00:54.276Z,2025-07-23T17:00:54.279Z,2025-07-23T17:00:54.279Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:00:54.297Z,2025-07-23T17:00:54.316Z,2025-07-23T17:00:54.316Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 1/7",completed,medium,2025-07-23T17:00:57.722Z,2025-07-23T17:00:57.724Z,2025-07-23T17:00:57.724Z
XSX-4117,JIR-1753290015536-ptree5zr,approval_request,System,system,Email Draft Approval Required,Human review required for human response_required,"Request: undefined
Type: human_response_required
Status: pending",completed,high,2025-07-23T17:00:57.729Z,2025-07-23T17:00:57.729Z,2025-07-23T17:00:57.729Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,system_event,System,system,Workflow Started,Backend Test Communication Agent workflow initiated,"Workflow Type: jira
Case ID: TEST-BACKEND-001
Total Steps: 7",completed,medium,2025-07-23T17:03:33.291Z,2025-07-23T17:03:33.299Z,2025-07-23T17:03:33.299Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:03:35.609Z,2025-07-23T17:03:35.636Z,2025-07-23T17:03:35.636Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:03:41.119Z,2025-07-23T17:03:41.146Z,2025-07-23T17:03:41.146Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:03:41.180Z,2025-07-23T17:03:41.183Z,2025-07-23T17:03:41.183Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:03:51.339Z,2025-07-23T17:03:51.378Z,2025-07-23T17:03:51.378Z
XSX-4117,JIR-1753290015536-ptree5zr,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:03:56.865Z,2025-07-23T17:03:56.895Z,2025-07-23T17:03:56.895Z
XSX-4117,JIR-1753290015536-ptree5zr,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to pending_data_extraction,"Previous Status: pending_human_response
New Status: pending_data_extraction
Step: 3/7",completed,medium,2025-07-23T17:03:56.927Z,2025-07-23T17:03:56.986Z,2025-07-23T17:03:56.986Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:04:18.562Z,2025-07-23T17:04:18.565Z,2025-07-23T17:04:18.565Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:04:19.578Z,2025-07-23T17:04:19.640Z,2025-07-23T17:04:19.640Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:04:21.649Z,2025-07-23T17:04:21.666Z,2025-07-23T17:04:21.666Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:04:21.671Z,2025-07-23T17:04:21.697Z,2025-07-23T17:04:21.697Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:04:27.070Z,2025-07-23T17:04:27.099Z,2025-07-23T17:04:27.099Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:04:27.108Z,2025-07-23T17:04:27.112Z,2025-07-23T17:04:27.112Z
TEST-BACKEND-001,JIR-1753290213290-wmvwqt5w,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:04:27.116Z,2025-07-23T17:04:27.116Z,2025-07-23T17:04:27.116Z
,JIR-1753290213290-wmvwqt5w,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:05:30.779Z,2025-07-23T17:05:30.901Z,2025-07-23T17:05:30.901Z
,JIR-1753290213290-wmvwqt5w,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.5,""summary"":""Error monitoring ticket JIR: Session not found""}",completed,medium,2025-07-23T17:05:34.192Z,2025-07-23T17:05:34.246Z,2025-07-23T17:05:34.246Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Started,Slip - Reference 7286812318 workflow initiated,"Workflow Type: jira
Case ID: XSX-4117
Total Steps: 7",completed,medium,2025-07-23T17:06:29.754Z,2025-07-23T17:06:29.759Z,2025-07-23T17:06:29.759Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:06:32.180Z,2025-07-23T17:06:32.220Z,2025-07-23T17:06:32.220Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:06:37.706Z,2025-07-23T17:06:37.741Z,2025-07-23T17:06:37.741Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:06:37.774Z,2025-07-23T17:06:37.804Z,2025-07-23T17:06:37.804Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:06:47.589Z,2025-07-23T17:06:47.593Z,2025-07-23T17:06:47.593Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:06:48.606Z,2025-07-23T17:06:48.656Z,2025-07-23T17:06:48.656Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:06:50.666Z,2025-07-23T17:06:50.694Z,2025-07-23T17:06:50.694Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:06:50.700Z,2025-07-23T17:06:50.750Z,2025-07-23T17:06:50.750Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:06:56.227Z,2025-07-23T17:06:56.261Z,2025-07-23T17:06:56.261Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:06:56.266Z,2025-07-23T17:06:56.268Z,2025-07-23T17:06:56.268Z
XSX-4117,JIR-1753290389753-np888i1h,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:06:56.402Z,2025-07-23T17:06:56.402Z,2025-07-23T17:06:56.402Z
XSX-4117,JIR-1753290389753-np888i1h,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Mismatch Summary Ready
Response: Approved
Decision: approved",completed,high,2025-07-23T17:07:08.578Z,2025-07-23T17:07:08.578Z,2025-07-23T17:07:08.578Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:07:09.661Z,2025-07-23T17:07:09.664Z,2025-07-23T17:07:09.664Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:07:09.682Z,2025-07-23T17:07:09.725Z,2025-07-23T17:07:09.725Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 1/7",completed,medium,2025-07-23T17:07:13.062Z,2025-07-23T17:07:13.065Z,2025-07-23T17:07:13.065Z
XSX-4117,JIR-1753290389753-np888i1h,approval_request,System,system,Email Draft Approval Required,Human review required for human response_required,"Request: undefined
Type: human_response_required
Status: pending",completed,high,2025-07-23T17:07:13.072Z,2025-07-23T17:07:13.072Z,2025-07-23T17:07:13.072Z
,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.5,""summary"":""Error monitoring ticket JIR: Session not found""}",completed,medium,2025-07-23T17:14:41.960Z,2025-07-23T17:14:41.990Z,2025-07-23T17:14:41.990Z
,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:15:11.462Z,2025-07-23T17:15:11.538Z,2025-07-23T17:15:11.538Z
,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.5,""summary"":""Error monitoring ticket JIR: Session not found""}",completed,medium,2025-07-23T17:15:14.911Z,2025-07-23T17:15:14.933Z,2025-07-23T17:15:14.933Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:15:55.060Z,2025-07-23T17:15:55.114Z,2025-07-23T17:15:55.114Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-07-23T17:15:56.040Z,2025-07-23T17:15:56.095Z,2025-07-23T17:15:56.095Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.96,""summary"":""Human response detected and logged: \""ok\""""}",completed,medium,2025-07-23T17:15:59.509Z,2025-07-23T17:15:59.538Z,2025-07-23T17:15:59.538Z
XSX-4117,JIR-1753290389753-np888i1h,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:16:00.598Z,2025-07-23T17:16:00.631Z,2025-07-23T17:16:00.631Z
XSX-4117,JIR-1753290389753-np888i1h,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to pending_data_extraction,"Previous Status: pending_human_response
New Status: pending_data_extraction
Step: 4/7",completed,medium,2025-07-23T17:16:00.660Z,2025-07-23T17:16:00.668Z,2025-07-23T17:16:00.668Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,system_event,System,system,Workflow Started,Fresh Communication Agent Test workflow initiated,"Workflow Type: jira
Case ID: TEST-1753291103142
Total Steps: 7",completed,medium,2025-07-23T17:18:23.281Z,2025-07-23T17:18:23.326Z,2025-07-23T17:18:23.326Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:18:25.927Z,2025-07-23T17:18:25.973Z,2025-07-23T17:18:25.973Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:18:31.816Z,2025-07-23T17:18:31.901Z,2025-07-23T17:18:31.901Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-07-23T17:18:32.000Z,2025-07-23T17:18:32.007Z,2025-07-23T17:18:32.007Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-07-23T17:18:53.216Z,2025-07-23T17:18:53.234Z,2025-07-23T17:18:53.234Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-07-23T17:18:54.308Z,2025-07-23T17:18:54.363Z,2025-07-23T17:18:54.363Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Field Comparison Agent,agent,Field Comparison Agent Completed,Agent successfully completed processing,"Agent: Field Comparison Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Field Comparison Agent"",""status"":""completed"",""confidence"":0.92,""summary"":""Field Comparison Agent completed successfully - placeholder execution""}",completed,medium,2025-07-23T17:18:56.376Z,2025-07-23T17:18:56.442Z,2025-07-23T17:18:56.442Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-07-23T17:18:56.462Z,2025-07-23T17:18:56.521Z,2025-07-23T17:18:56.521Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,agent_execution,Mismatch Summary Agent,agent,Mismatch Summary Agent Completed,Agent successfully completed processing,"Agent: Mismatch Summary Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Mismatch Summary Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Mismatch Summary Agent completed successfully with AI processing""}",completed,medium,2025-07-23T17:19:02.308Z,2025-07-23T17:19:02.409Z,2025-07-23T17:19:02.409Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/7",completed,medium,2025-07-23T17:19:02.424Z,2025-07-23T17:19:02.434Z,2025-07-23T17:19:02.434Z
TEST-1753291103142,JIR-1753291103281-r7w8on8p,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Mismatch Summary Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-07-23T17:19:02.446Z,2025-07-23T17:19:02.446Z,2025-07-23T17:19:02.446Z
XSX-4118,JIR-1753291252288-tyjom7nf,system_event,System,system,Workflow Started,Slip - Reference 23123131313 workflow initiated,"Workflow Type: jira
Case ID: XSX-4118
Total Steps: 7",completed,medium,2025-07-23T17:20:52.288Z,2025-07-23T17:20:52.293Z,2025-07-23T17:20:52.293Z
XSX-4118,JIR-1753291252288-tyjom7nf,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-07-23T17:20:54.549Z,2025-07-23T17:20:54.584Z,2025-07-23T17:20:54.584Z
