session_id,title,workflow_type,status,current_step,total_steps,case_id,created_at,updated_at,extracted_data,config
JIR-1764659064925-kmfwvur6,dadsa,jira,pending_data_extraction,1,7,XSX-4300,2025-12-02T07:04:24.925Z,2025-12-02T07:05:28.055Z,{},{}
JIR-1764659186097-bi1jxjp3,JLJLJ,jira,running,1,7,XSX-4301,2025-12-02T07:06:26.097Z,2025-12-02T07:07:36.923Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764659380102-l35iz2rs,KJL,jira,pending_approval,1,7,XSX-4302,2025-12-02T07:09:40.103Z,2025-12-02T07:11:38.649Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764659660390-ye36giog,JL,jira,pending_approval,1,7,XSX-4303,2025-12-02T07:14:20.390Z,2025-12-02T07:16:29.936Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764659976992-ocz34rip,jlkjlljl,jira,pending_approval,4,7,XSX-4304,2025-12-02T07:19:36.992Z,2025-12-02T07:21:35.738Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764660311418-dgr9gsm9,jlkjlljl,jira,pending_approval,2,7,XSX-4304,2025-12-02T07:25:11.418Z,2025-12-02T07:26:51.429Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764660576824-0qs2izej,DASDADASDADADA,jira,pending_approval,4,7,XSX-4305,2025-12-02T07:29:36.825Z,2025-12-02T07:31:52.415Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764660976360-8bjeurgh,JLJLJLJL,jira,pending_approval,5,7,XSX-4306,2025-12-02T07:36:16.360Z,2025-12-02T07:39:42.767Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1764680878202-r8aoigm9,Slip - Reference: AB12321223132,jira,pending_data_extraction,1,7,XSX-4205,2025-12-02T13:07:58.202Z,2025-12-02T13:09:02.394Z,{},{}
JIR-1764681041094-8mdppaim,Slip - Reference: AB12321223132,jira,completed,6,7,XSX-4307,2025-12-02T13:10:41.094Z,2025-12-02T13:16:22.941Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1769504060120-uqsnj09b,Slip - Reference: AB12321223132,jira,pending_approval,5,7,XSX-4309,2026-01-27T08:54:20.120Z,2026-01-27T08:56:55.674Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1769512547730-z5xg6pkc,Slip - Reference: AB12321223132,jira,completed,6,7,XSX-4311,2026-01-27T11:15:47.730Z,2026-01-27T11:22:31.907Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1770371141592-4jlzy3ed,Slip - Reference: AB12321223132,jira,pending_data_extraction,1,7,XSX-4312,2026-02-06T09:45:41.593Z,2026-02-06T09:46:45.458Z,{},{}
JIR-1770372860189-5bg8qkok,Slip - Reference: AB12321223132,jira,completed,6,7,XSX-4313,2026-02-06T10:14:20.189Z,2026-02-06T10:18:42.685Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1773481513838-r1y9iq3r,"j,hmgnfbgnhjklklhjgfdb",jira,pending_approval,2,7,XSX-4333,2026-03-14T09:45:13.839Z,2026-03-14T12:47:08.728Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1773484385422-i21bqisr,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T10:33:05.422Z,2026-03-14T10:34:08.040Z,{},{}
JIR-1773485213031-bi0rx9do,jghgdfskdfszxcvgjyd,jira,pending_data_extraction,1,7,XSX-4335,2026-03-14T10:46:53.031Z,2026-03-14T10:47:55.610Z,{},{}
JIR-1773486973624-h74c4bul,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:16:13.624Z,2026-03-14T11:17:16.219Z,{},{}
JIR-1773487183119-b6oxi6sl,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:19:43.120Z,2026-03-14T11:20:45.722Z,{},{}
JIR-1773487188231-4yfkmys3,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:19:48.232Z,2026-03-14T11:20:50.827Z,{},{}
JIR-1773487498920-j1cdyyo7,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:24:58.920Z,2026-03-14T11:26:01.601Z,{},{}
JIR-1773487566900-b1o62jyw,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:26:06.900Z,2026-03-14T11:27:09.535Z,{},{}
JIR-1773487597639-iox4vxn7,mjhchkhjfdsvxcmhkjfgd,jira,pending_data_extraction,1,7,XSX-4334,2026-03-14T11:26:37.639Z,2026-03-14T11:27:40.257Z,{},{}
JIR-1773490394641-d830lctb,mjhchkhjfdsvxcmhkjfgd,jira,pending_approval,2,7,XSX-4334,2026-03-14T12:13:14.642Z,2026-03-14T12:26:52.915Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1773492601834-z9bbq2tu,"j,hmgnfbgnhjklklhjgfdb",jira,pending_data_extraction,1,7,XSX-4333,2026-03-14T12:50:01.835Z,2026-03-14T12:51:04.412Z,{},{}
JIR-1773492638545-1u5ffvuo,"j,hmgnfbgnhjklklhjgfdb",jira,pending_data_extraction,1,7,XSX-4333,2026-03-14T12:50:38.545Z,2026-03-14T12:51:41.110Z,{},{}
JIR-1773492638941-y5f9ycvm,"j,hmgnfbgnhjklklhjgfdb",jira,pending_approval,2,7,XSX-4333,2026-03-14T12:50:38.941Z,2026-03-14T12:52:49.129Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1773493161204-1cantj2t,"j,hmgnfbgnhjklklhjgfdb",jira,pending_approval,2,7,XSX-4333,2026-03-14T12:59:21.204Z,2026-03-14T13:00:58.965Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""John Doe"",""re_assured_main"":""Y"",""inception_date"":""30/11/2024"",""expiry_date"":""29/11/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
